holidaycalendar,holiday,description,creationname,creationdate,revisionname,revisiondate
Austria,2020-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2020-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2020-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2020-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2020-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2020-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2021-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2022-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2023-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2024-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2025-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2026-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2027-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2028-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2029-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2030-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2031-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2032-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2033-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2034-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2035-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2036-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2037-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2038-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2039-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2040-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2041-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2042-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2043-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2044-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2045-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2046-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2047-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2048-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2049-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-01-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-01-06 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-05-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-08-15 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-10-26 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-11-01 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-12-08 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria,2050-12-25 00:00:00,Austria Public Holidays,Brian Bruce,2011-04-26 10:11:02,,
Austria WKD,2011-01-01 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2011-01-06 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2011-04-22 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2011-05-01 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
Austria WKD,2011-06-02 00:00:00,Austria Public Holidays,134 Weekend Defintion Fix,2019-05-04 13:25:36,,
